k,measurement,mean,lb,ub
0,RBO,0.65,0.6166667,0.67635666
50,RBO,0.65,0.6166667,0.67635666
100,RBO,0.65,0.6166667,0.67635666
180,RBO,0.65,0.6166667,0.67635666
358,RBO,0.65,0.6166667,0.67635666
538,RBO,0.65,0.6166667,0.67635666
718,RBO,0.65,0.6166667,0.67635666
897,RBO,0.65,0.6166667,0.67635666
1076,RBO,0.65,0.6166667,0.67635666
