k,measurement,mean,lb,ub
0,RBO,1,1,1
5,RBO,0.89013,0.86131,0.90131
10,RBO,0.81021,0.79021,0.83021
15,RBO,0.760630415,0.740630415,0.780630415
20,RBO,0.711811069,0.691811069,0.731811069
25,RBO,0.667918264,0.647918264,0.687918264
30,RBO,0.625057014,0.605057014,0.645057014
