0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
0,5,20,1,1,1
0,5,5,1,1,1
0,5,10,1,1,1
0,5,15,1,1,1
