0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
0.0,2,2,1.0,1.0,1.0
0.0,2,3,1.0,1.0,1.0
0.0,2,4,1.0,1.0,1.0
10.0,2,2,1.0,1.0,1.0
10.0,2,3,1.0,1.0,1.0
10.0,2,4,1.0,1.0,1.0
10.0,2,2,1.0,1.0,1.0
10.0,2,3,1.0,1.0,1.0
10.0,2,4,1.0,1.0,1.0
10.0,2,2,1.0,1.0,1.0
10.0,2,3,1.0,1.0,1.0
10.0,2,4,1.0,1.0,1.0
10.0,2,2,1.0,1.0,1.0
10.0,2,3,1.0,1.0,1.0
10.0,2,4,1.0,1.0,1.0
10.0,2,2,1.0,1.0,1.0
