k,measurement,mean,lb,ub
0,RBO,0.635522458,0.616370869,0.654674047
50,RBO,0.67637972,0.65637972,0.692763797
100,RBO,0.737637972,0.713637972,0.750637972
180,RBO,0.77047014,0.750047014,0.787047014
358,RBO,0.8108264,0.781808264,0.818808264
538,RBO,0.846701069,0.822701069,0.859701069
718,RBO,0.868720415,0.844720415,0.881720415
897,RBO,0.9288892,0.90488892,0.94188892
1076,RBO,1,1,1
