k,measurement,mean,lb,ub
0,Jaccard,1,1,1
5,Jaccard,0.762605912,0.745834103,0.779377721
10,Jaccard,0.743907349,0.724120507,0.76369419
15,Jaccard,0.695027424,0.671838188,0.718216661
20,Jaccard,0.631902514,0.610021791,0.653783236
25,Jaccard,0.602156578,0.576724566,0.627588591
30,Jaccard,0.521096211,0.493338404,0.548854018
