k,measurement,mean,lb,ub
0,Jaccard,1,1,1
5,Jaccard,0.762605912,0.745834103,0.779377721
10,Jaccard,0.713907349,0.694120507,0.73369419
15,Jaccard,0.662897424,0.639708188,0.686086661
20,Jaccard,0.590791414,0.568910691,0.612672136
25,Jaccard,0.547034578,0.521602566,0.572466591
30,Jaccard,0.469884811,0.442127004,0.497642618
