k,measurement,mean,lb,ub
0,Jaccard,1,1,1
5,Jaccard,0.817788,0.795588,0.839108
10,Jaccard,0.758988,0.736788,0.780308
15,Jaccard,0.727248415,0.706248415,0.748248415
20,Jaccard,0.70174869,0.68074869,0.72274869
25,Jaccard,0.683546264,0.662546264,0.704546264
30,Jaccard,0.653025014,0.632025014,0.674025014
