percentage,measurement,mean,lb,ub
0,dist,1.0,1.0,1.0
5,dist,0.9744922227868931,0.968750807826213,0.9802336377475731
10,dist,0.9577213442364699,0.9510376363315777,0.9644050521413622
15,dist,0.9496087452515246,0.9419023815163667,0.9573151089866825
20,dist,0.9424680667381111,0.9326533765353839,0.9522827569408383
25,dist,0.9277928928935922,0.9173198530171773,0.9382659327700071
30,dist,0.9213834156943108,0.9103422454692968,0.9324245859193249
