k,measurement,mean,lb,ub
0,RBO,1,1,1
5,RBO,0.819305912,0.802534103,0.836077721
10,RBO,0.769407349,0.749620507,0.78919419
15,RBO,0.707317424,0.684128188,0.730506661
20,RBO,0.646291414,0.624410691,0.668172136
25,RBO,0.591474578,0.566042566,0.616906591
30,RBO,0.514284811,0.486527004,0.542042618
