k,measurement,mean,lb,ub
0,RBO,1,1,1
5,RBO,0.85007,0.833611867,0.870293598
10,RBO,0.78897,0.76897,0.80897
15,RBO,0.739390415,0.725804089,0.752976741
20,RBO,0.695171069,0.675171069,0.715171069
25,RBO,0.634278264,0.616194278,0.65236225
30,RBO,0.591417014,0.572686891,0.6110838
