k,measurement,mean,lb,ub
0,RBO,1,1,1
5,RBO,0.9311711,0.914712967,0.951394698
10,RBO,0.878971,0.858971,0.898971
15,RBO,0.849040815,0.825454489,0.872627141
20,RBO,0.820532069,0.804413885,0.843009
25,RBO,0.788304264,0.770220278,0.80638825
30,RBO,0.762111014,0.743380891,0.7817778
