k,measurement,mean,lb,ub
0,RBO,1,1,1
5,RBO,0.8601677,0.843709567,0.880391298
10,RBO,0.7990677,0.7790677,0.8190677
15,RBO,0.761608115,0.748021789,0.775194441
20,RBO,0.707468769,0.691350585,0.723586954
25,RBO,0.666575964,0.648491978,0.68465995
30,RBO,0.623714714,0.604984591,0.6433815
