k,measurement,mean,lb,ub
0,RBO,1,1,1
5,RBO,0.918932,0.902473867,0.939155598
10,RBO,0.854532,0.834532,0.874532
15,RBO,0.807052415,0.793466089,0.820638741
20,RBO,0.775043069,0.758924885,0.791161254
25,RBO,0.725380264,0.707296278,0.74346425
30,RBO,0.703479014,0.684748891,0.7231458
