0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,0.832062139468195
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,0.832062139468195
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,0.8689772728977868
5.0,1.0
5.0,1.0
5.0,0.8689772728977868
5.0,0.6425182384001343
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,0.8689772728977868
5.0,1.0
5.0,1.0
5.0,1.0
5.0,0.832062139468195
5.0,1.0
5.0,1.0
5.0,1.0
5.0,0.832062139468195
5.0,0.832062139468195
5.0,1.0
5.0,1.0
5.0,0.8689772728977868
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,0.8689772728977868
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,0.832062139468195
5.0,1.0
5.0,1.0
5.0,0.8689772728977868
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,1.0
5.0,0.832062139468195
5.0,1.0
5.0,0.8689772728977868
5.0,1.0
5.0,1.0
5.0,0.832062139468195
10.0,1.0
10.0,1.0
10.0,1.0
10.0,1.0
10.0,1.0
