k,measurement,mean,lb,ub
0,Jaccard,1.0,1.0,1.0
10,Jaccard,0.6443789543789545,0.6198254536066778,0.6689324551512312
20,Jaccard,0.5467299367299367,0.5259940170283401,0.5674658564315334
30,Jaccard,0.46308025308025313,0.44026952197644786,0.4858909841840584
40,Jaccard,0.374873949579832,0.35276096991748934,0.39698692924217466
50,Jaccard,0.2945110445110445,0.270793836755065,0.31822825226702395
60,Jaccard,0.19524710468982912,0.18054863817576625,0.20994557120389198
70,Jaccard,0.14730324262669056,0.12354150073324272,0.1710649845201384
90,Jaccard,0.11373018106764238,0.043971876453435685,0.18348848568184906
