k,measurement,mean,lb,ub
0,RBO,0.635522458,0.625370869,0.663674047
50,RBO,0.715637972,0.696637972,0.736637972
100,RBO,0.745637972,0.726637972,0.766637972
180,RBO,0.762047014,0.743047014,0.783047014
358,RBO,0.793808264,0.774808264,0.814808264
538,RBO,0.824701069,0.805701069,0.845701069
718,RBO,0.846720415,0.827720415,0.867720415
897,RBO,0.88688892,0.86788892,0.91788892
1076,RBO,1,1,1
