k,measurement,mean,lb,ub
0,RBO,0.635522458,0.616370869,0.654674047
50,RBO,0.687637972,0.657637972,0.697637972
100,RBO,0.707637972,0.687637972,0.727637972
180,RBO,0.724047014,0.704047014,0.744047014
358,RBO,0.755808264,0.73808264,0.775808264
538,RBO,0.786701069,0.766701069,0.806701069
718,RBO,0.818720415,0.798720415,0.838720415
897,RBO,0.86888892,0.84888892,0.8888892
1076,RBO,1,1,1
