k,measurement,mean,lb,ub
0,RBO,0.635522458,0.616370869,0.654674047
50,RBO,0.697637972,0.67637972,0.717637972
100,RBO,0.737637972,0.717637972,0.757637972
180,RBO,0.754047014,0.734047014,0.774047014
358,RBO,0.775808264,0.755808264,0.805808264
538,RBO,0.816701069,0.796701069,0.836701069
718,RBO,0.838720415,0.818720415,0.858720415
897,RBO,0.88688892,0.86788892,0.89788892
1076,RBO,1,1,1
