k,measurement,mean,lb,ub
0,Cumulative_distance,1,1,1
5,Cumulative_distance,0.991477223,0.988352578,0.994601867
10,Cumulative_distance,0.983864782,0.979697989,0.988031575
15,Cumulative_distance,0.96435416,0.956637942,0.972070378
20,Cumulative_distance,0.938145209,0.927830937,0.94845948
25,Cumulative_distance,0.908470316,0.894581872,0.922358759
30,Cumulative_distance,0.88694083,0.8673368,0.89654486
