k,measurement,mean,lb,ub
0,RBO,1,1,1
5,RBO,0.88562222,0.86562222,0.90562222
10,RBO,0.83674444,0.81467444,0.85674444
15,RBO,0.799387075,0.779387075,0.819387075
20,RBO,0.761812169,0.741812169,0.781812169
25,RBO,0.73252704,0.714252664,0.754252664
30,RBO,0.70724714,0.684724014,0.724471701
