k,measurement,mean,lb,ub
1,RBO,0.5344423,0.5319423,0.5604423
2,RBO,0.58132,0.57882,0.60732
3,RBO,0.6044423,0.6019423,0.6304423
4,RBO,0.615741441,0.613241441,0.641741441
5,RBO,0.64256534,0.64006534,0.66856534
6,RBO,0.645114414,0.642614414,0.671114414
7,RBO,0.622123,0.619623,0.648123
8,RBO,0.602123,0.599623,0.628123
9,RBO,0.57213,0.56963,0.59813
10,RBO,0.5544423,0.5519423,0.5804423
11,RBO,0.5444423,0.5419423,0.5704423
12,RBO,0.5444423,0.5419423,0.5704423
