k,measurement,mean,lb,ub
0,RBO,0.635522458,0.635522458,0.635522458
50,RBO,0.635522458,0.635522458,0.635522458
100,RBO,0.635522458,0.635522458,0.635522458
180,RBO,0.635522458,0.635522458,0.635522458
358,RBO,0.635522458,0.635522458,0.635522458
538,RBO,0.635522458,0.635522458,0.635522458
718,RBO,0.635522458,0.635522458,0.635522458
897,RBO,0.635522458,0.635522458,0.635522458
1076,RBO,0.635522458,0.635522458,0.635522458
