k,measurement,mean,lb,ub
0,RBO,0.635522458,0.616370869,0.654674047
50,RBO,0.646379717,0.624924444,0.6683515
100,RBO,0.656379717,0.634924444,0.67383515
180,RBO,0.678047014,0.659316891,0.696777138
358,RBO,0.689808264,0.671724278,0.70789225
538,RBO,0.730701069,0.714582885,0.746819254
718,RBO,0.772720415,0.759134089,0.786306741
897,RBO,0.827288892,0.814354187,0.840223598
1076,RBO,1,1,1
