k,measurement,mean,lb,ub
0,RBO,1.0,1.0,1.0
5,RBO,0.7902602169101677,0.773516991536224,0.8070034422841114
10,RBO,0.7496833239773767,0.7330982561908796,0.7662683917638737
15,RBO,0.7039677138127857,0.6842302955774406,0.7237051320481307
20,RBO,0.6525657631070271,0.6309284640467607,0.6742030621672934
25,RBO,0.6158804569121314,0.5921466653581654,0.6396142484660975
30,RBO,0.5736257598565042,0.5486149042038752,0.5986366155091333
