k,measurement,mean,lb,ub
0,RBO,1.0,1.0,1.0
5,RBO,0.8272888922706773,0.8143541867089992,0.8402235978323553
10,RBO,0.7727204145830511,0.75913408851155,0.7863067406545522
15,RBO,0.730701069334198,0.7145828849478968,0.7468192537204992
20,RBO,0.689808264274204,0.6717242782731847,0.7078922502752234
25,RBO,0.6780470144594349,0.6593168910803485,0.6967771378385214
30,RBO,0.6355224578775291,0.6163708688178366,0.6546740469372216
