k,measurement,mean,lb,ub
0,RBO,1,1,1
5,RBO,0.8391,0.822641867,0.859323598
10,RBO,0.781245,0.761245,0.801245
15,RBO,0.732775415,0.719189089,0.746361741
20,RBO,0.698657069,0.682538885,0.714775254
25,RBO,0.658877264,0.640793278,0.67696125
30,RBO,0.622569114,0.603838991,0.6422359
