k,measurement,mean,lb,ub
0,RBO,1,1,1
5,RBO,0.9377,0.9177,0.9477
10,RBO,0.910960217,0.894216992,0.927703442
15,RBO,0.870383324,0.853798256,0.886968392
20,RBO,0.830067714,0.810330296,0.849805132
25,RBO,0.778665763,0.757028464,0.800303062
30,RBO,0.741980457,0.718246665,0.765714248
