k,measurement,mean,lb,ub
0,RBO,1,1,1
5,RBO,0.8977,0.8877,0.9077
10,RBO,0.8517,0.8317,0.8617
15,RBO,0.8117,0.8017,0.8317
20,RBO,0.774420415,0.760834089,0.788006741
25,RBO,0.732401069,0.716282885,0.748519254
30,RBO,0.691508264,0.673424278,0.70959225
