percentage,measurement,mean,lb,ub
0,dist,1.0,1.0,1.0
5,dist,0.9501482254058505,0.9409056070405226,0.9593908437711784
10,dist,0.9292275743596636,0.9167688700577027,0.9416862786616246
15,dist,0.9045304684841216,0.8887656879711296,0.9202952489971135
20,dist,0.8748326191026626,0.8548917172079163,0.8947735209974089
25,dist,0.8507577446201573,0.8289691283093746,0.87254636093094
30,dist,0.8296037427283344,0.8049114914396819,0.8542959940169869
