k,measurement,mean,lb,ub
0,Jaccard,1,1,1
5,Jaccard,0.815920746,0.795242694,0.836598798
10,Jaccard,0.748364968,0.723115616,0.773614321
15,Jaccard,0.688321678,0.665377754,0.711265602
20,Jaccard,0.633752914,0.611134951,0.656370876
25,Jaccard,0.605457875,0.582853762,0.628061989
30,Jaccard,0.582314352,0.562307042,0.602321663
