k,measurement,mean,lb,ub
0,Jaccard,1,1,1
5,Jaccard,1,1,1
10,Jaccard,1,1,1
15,Jaccard,0.897575758,0.877482573,0.917668942
20,Jaccard,0.813030303,0.798103676,0.82795693
25,Jaccard,0.779393939,0.764491185,0.794296694
30,Jaccard,0.758041958,0.742323651,0.773760265
