k,measurement,mean,lb,ub
0,RBO,1,1,1
5,RBO,0.91669,0.900231867,0.936913598
10,RBO,0.85559,0.83559,0.87559
15,RBO,0.815676415,0.802090089,0.829262741
20,RBO,0.773657069,0.757538885,0.789775254
25,RBO,0.741644264,0.723560278,0.75972825
30,RBO,0.708783014,0.680052891,0.7184498
