k,measurement,mean,lb,ub
0,RBO,1,1,1
5,RBO,0.91789,0.901431867,0.938113598
10,RBO,0.84339,0.82339,0.86339
15,RBO,0.789305,0.770104089,0.81275741
20,RBO,0.750889069,0.734770885,0.777007254
25,RBO,0.714338264,0.696254278,0.742115
30,RBO,0.680237014,0.661506891,0.699028
