id,utility,view
1,0.8116882673409991,cp_oldpeak_sum
2,nan,restecg_restbp_sum
3,nan,restecg_oldpeak_sum
4,nan,ca_oldpeak_sum
5,0.8149634223909936,thal_restbp_sum
6,0.7571345020326925,exang_oldpeak_sum
7,0.7428401605970366,thal_thalach_sum
8,0.7224597537792369,cp_thalach_sum
9,0.7019488044248002,thal_chol_sum
10,0.6965148781879954,cp_restbp_sum
11,0.6684864822476113,thal_age_sum
12,0.6426642407407177,exang_restbp_sum
13,0.6348915550596703,cp_age_sum
14,0.6057677080665615,ca_thalach_sum
15,0.6038596587455493,ca_restbp_sum
16,0.5275949922079136,cp_chol_sum
17,0.5270489579035144,slope_thalach_sum
18,0.525662443565636,sex_restbp_sum
19,0.510782744386724,slope_chol_sum
20,0.492972069837415,sex_age_sum
21,0.49248906252539915,slope_restbp_sum
22,0.49162518340205696,exang_thalach_sum
23,0.48994396171891175,ca_age_sum
24,0.48885225270494753,exang_chol_sum
25,0.4712012997463675,sex_chol_sum
26,0.47010310094222163,slope_age_sum
27,0.46238756448138213,ca_chol_sum
28,0.42836050387962343,sex_thalach_sum
29,0.3306562222098332,restecg_chol_sum
30,nan,thal_oldpeak_sum
31,0.3259729215448297,sex_oldpeak_avg
32,0.31480570665155155,cp_oldpeak_avg
33,0.3113238874183409,exang_age_sum
34,0.29046139010701627,slope_oldpeak_sum
35,0.2892420779369624,sex_oldpeak_sum
36,0.24887296599965184,restecg_age_sum
37,0.19635732729676028,fbs_oldpeak_avg
38,0.11572371499068772,restecg_thalach_sum
39,0.10638854333478306,restecg_age_avg
40,0.10032911310420446,fbs_oldpeak_sum
41,0.09604402174724229,fbs_restbp_sum
42,0.07777034610553533,fbs_chol_sum
43,0.06007370891239754,sex_restbp_avg
44,0.05618811540012851,cp_thalach_avg
45,0.04105628077610935,fbs_thalach_sum
46,0.03508685243686833,cp_restbp_avg
47,0.03269683179758208,fbs_age_sum
48,0.03166927051363633,cp_chol_avg
49,0.028662765766079016,fbs_restbp_avg
50,0.020136721180528862,fbs_thalach_avg
51,0.016250291537973378,fbs_age_avg
52,0.013218698069920286,fbs_chol_avg
53,0.011943361123405702,cp_age_avg
54,0.011190390518511584,sex_chol_avg
55,0.010533802980347702,sex_age_avg
56,nan,restecg_restbp_avg
57,0.08751945882972959,restecg_chol_avg
58,0.06273053803359047,restecg_thalach_avg
59,0.0011192090260957377,sex_thalach_avg
60,nan,restecg_oldpeak_avg
61,nan,ca_oldpeak_avg
62,nan,thal_oldpeak_avg
63,0.38160616962787824,cp_oldpeak_max
64,0.33844427133715094,fbs_oldpeak_max
65,0.2740328574959014,sex_oldpeak_max
66,nan,restecg_restbp_max
67,nan,restecg_oldpeak_max
68,0.2572751113788834,ca_chol_max
69,0.2567570396878126,slope_oldpeak_max
70,0.23233508524700852,exang_oldpeak_max
71,0.1880241921162309,exang_chol_max
72,0.1806917867388873,restecg_chol_max
73,0.16927626764281123,ca_chol_avg
74,0.1669027916582893,ca_age_max
75,0.1655090609140121,ca_age_avg
76,0.1453978554083641,ca_thalach_max
77,0.10333833957459602,cp_restbp_max
78,nan,ca_oldpeak_max
79,0.16472029261918275,thal_chol_max
80,0.16393641245708127,ca_restbp_avg
81,0.16189293019227094,ca_restbp_max
82,0.1513793876325637,exang_oldpeak_avg
83,0.14663839758767788,ca_thalach_avg
84,0.12356504970519845,slope_chol_max
85,0.10470008763660645,exang_restbp_max
86,0.10219939374026049,thal_restbp_max
87,0.0798385625573795,fbs_restbp_max
88,0.07928945538898095,cp_chol_max
89,0.07436202378839006,restecg_age_max
90,0.07154061243851381,thal_thalach_avg
91,0.06938093654266357,thal_chol_avg
92,0.057716621616957495,slope_restbp_max
93,0.05404984018581995,slope_oldpeak_avg
94,0.04758451993751895,thal_restbp_avg
95,0.04644472663788592,restecg_thalach_max
96,0.04604026105433202,cp_thalach_max
97,0.04590591973564364,cp_age_max
98,0.04579651535858178,exang_chol_avg
99,0.044772666814855956,sex_age_max
100,0.040282874416698894,thal_thalach_max
101,0.03898119940531793,thal_age_max
102,0.034376528610953735,slope_age_avg
103,0.03326582916490664,sex_restbp_max
104,0.032802047433998754,slope_thalach_avg
105,0.028978523695774413,fbs_chol_max
106,0.028913139566112057,thal_age_avg
107,0.02694837640011582,slope_thalach_max
108,0.026336946396203733,sex_thalach_max
109,0.024076120954881715,slope_age_max
110,0.019838135357708384,fbs_age_max
111,0.01706268894006131,exang_age_avg
112,0.016882417388890267,sex_chol_max
113,0.01620830833667716,slope_chol_avg
114,0.013978046551909137,exang_thalach_avg
115,0.012506808043402925,slope_restbp_avg
116,0.01118686530186126,exang_thalach_max
117,0.009428090415820656,exang_age_max
118,0.006759859199654936,fbs_thalach_max
119,0.005447403521324721,exang_restbp_avg
120,nan,thal_oldpeak_max
