id,utility,view
1,0.7547577785535796,thal_oldpeak_sum
2,0.7402279621259868,thal_restbp_sum
3,0.7315277799771296,thal_thalach_sum
4,0.7016426485651491,thal_chol_sum
5,0.6787908720517842,exang_oldpeak_sum
6,0.6668937392704536,thal_age_sum
7,0.6419859106484085,cp_chol_sum
8,0.6149418287535077,cp_thalach_sum
9,0.6126816790212014,cp_age_sum
10,0.6063315831464479,cp_restbp_sum
11,0.5901651856311697,cp_oldpeak_sum
12,0.5757077863135177,ca_oldpeak_sum
13,0.5710128142637525,exang_thalach_sum
14,0.5698149337487447,exang_restbp_sum
15,0.558434978859191,exang_chol_sum
16,0.5583669730758299,ca_thalach_sum
17,0.5479761139667303,ca_chol_sum
18,0.5405701582109569,exang_age_sum
19,0.5363015577365247,ca_age_sum
20,0.5333359903784015,slope_restbp_sum
21,0.5329774409922917,slope_chol_sum
22,0.508367022624181,slope_age_sum
23,0.5004561809576401,ca_restbp_sum
24,0.48829576743396363,slope_thalach_sum
25,0.40062940735996605,sex_chol_sum
26,0.3916367931886513,slope_oldpeak_sum
27,0.3853347066911705,sex_restbp_sum
28,0.38068255130887446,sex_age_sum
29,0.3653737663471141,sex_thalach_sum
30,0.2977783516982532,restecg_oldpeak_max
31,0.2779876312478358,sex_oldpeak_sum
32,0.2527533976278905,thal_oldpeak_max
33,0.24308203995098096,cp_oldpeak_avg
34,0.2234927566008514,restecg_restbp_sum
35,0.2164912264731924,restecg_age_sum
36,0.20415150655757094,restecg_thalach_sum
37,0.2027039439401436,exang_oldpeak_max
38,0.19754796053151585,ca_chol_max
39,0.192143284756787,restecg_chol_sum
40,0.18284665044664655,restecg_chol_max
41,0.18256195214581772,restecg_oldpeak_sum
42,0.18075285315989512,thal_oldpeak_avg
43,0.16532162569630707,cp_oldpeak_max
44,0.14218889062322307,sex_chol_max
45,0.13659488535639677,thal_chol_max
46,0.12920806874208118,ca_oldpeak_max
47,0.1286850968356763,restecg_chol_avg
48,0.11287037583744851,sex_oldpeak_avg
49,0.11241212578573004,restecg_oldpeak_avg
50,0.11180663515557589,slope_chol_max
51,0.11151465560198577,exang_chol_max
52,0.10648315511413987,restecg_age_avg
53,0.09198683846777246,exang_oldpeak_avg
54,0.07606980905313429,restecg_age_max
55,0.07499617376220964,fbs_oldpeak_max
56,0.07285298781533804,slope_oldpeak_avg
57,0.07196828238641348,cp_chol_max
58,0.06805528206407399,ca_oldpeak_avg
59,0.06460297629522546,restecg_restbp_max
60,0.06399613710317888,slope_oldpeak_max
61,0.0628188233584039,cp_age_max
62,0.061564253309593524,restecg_thalach_avg
63,0.05959654391333892,ca_age_max
64,0.05524832283243446,sex_age_max
65,0.0526638133441614,fbs_oldpeak_avg
66,0.048720822150295225,ca_restbp_max
67,0.048526935963782616,sex_oldpeak_max
68,0.046562229321853124,restecg_thalach_max
69,0.044649082892253555,ca_chol_avg
70,0.044460267649504316,thal_thalach_max
71,0.044449516410774305,ca_thalach_max
72,0.04437659632973874,cp_restbp_max
73,0.04386271706342676,slope_age_max
74,0.04309984190089438,exang_age_max
75,0.04250253211945147,sex_restbp_avg
76,0.04184688204746807,fbs_chol_max
77,0.037921545992948044,fbs_oldpeak_sum
78,0.03781841618936508,slope_thalach_max
79,0.03699786489400269,thal_restbp_max
80,0.03499342950553581,thal_age_avg
81,0.033927937295603026,fbs_chol_sum
82,0.033358539820486525,ca_restbp_avg
83,0.031316271203529776,sex_thalach_avg
84,0.030592515059912825,slope_thalach_avg
85,0.03050135929979078,fbs_restbp_max
86,0.030216814986242804,cp_thalach_avg
87,0.0299744646147466,cp_chol_avg
88,0.028998428200958794,fbs_age_sum
89,0.02644785028241698,cp_age_avg
90,0.025956863857303676,fbs_thalach_max
91,0.024074553745092448,slope_chol_avg
92,0.023811147548422656,ca_age_avg
93,0.02249378427421407,cp_restbp_avg
94,0.02229497671687188,sex_thalach_max
95,0.021133803703852833,fbs_chol_avg
96,0.019849320407462265,exang_thalach_avg
97,0.019838135357708384,fbs_age_max
98,0.019338876630856285,thal_chol_avg
99,0.01915318384306206,exang_age_avg
100,0.01842384195617435,sex_chol_avg
101,0.017112960016465197,cp_thalach_max
102,0.015412623724286924,slope_restbp_max
103,0.014199378587758396,exang_chol_avg
104,0.013817086686053644,thal_restbp_avg
105,0.012109116238257823,slope_restbp_avg
106,0.011634797112844179,fbs_thalach_avg
107,0.011133009452374387,thal_thalach_avg
108,0.010516046591200885,ca_thalach_avg
109,0.010480433423127466,sex_restbp_max
110,0.010480433423127466,exang_restbp_max
111,0.010069909952484477,thal_age_max
112,0.008284209041648831,slope_age_avg
113,0.0068365040492034184,fbs_age_avg
114,0.006044747322672151,sex_age_avg
115,0.0051061736728361075,fbs_thalach_sum
116,0.004776050068448068,exang_thalach_max
117,0.004535072115632591,exang_restbp_avg
118,0.003888838157667306,fbs_restbp_sum
119,0.00352914151448943,restecg_restbp_avg
120,0.0006912913386778515,fbs_restbp_avg
