id,utility,view
1,nan,restecg_thalach_sum
2,0.8629651299407807,thal_chol_sum
3,0.8575130307440197,thal_oldpeak_sum
4,0.8014808535084266,thal_restbp_sum
5,0.7701776341677373,thal_age_sum
6,0.7667666222269472,thal_thalach_sum
7,0.706905059647546,cp_oldpeak_sum
8,0.6723500312723394,cp_chol_sum
9,0.6609922186459577,cp_thalach_sum
10,0.6479785309159898,cp_restbp_sum
11,0.636249689153889,cp_age_sum
12,0.6281093710506138,exang_oldpeak_sum
13,0.6231713279468504,ca_oldpeak_sum
14,0.5936601420926843,exang_chol_sum
15,0.5903831422727063,ca_age_sum
16,0.5893130714904162,ca_chol_sum
17,0.5697187677772809,ca_thalach_sum
18,0.5644599263355795,exang_restbp_sum
19,0.5475909903438833,ca_restbp_sum
20,0.53551929144448,exang_thalach_sum
21,0.534969067252214,slope_chol_sum
22,0.4952955506146002,slope_restbp_sum
23,0.48771605571349425,slope_oldpeak_sum
24,0.47660550686256153,exang_age_sum
25,0.46786988342731517,slope_thalach_sum
26,0.4357608913487651,slope_age_sum
27,0.3943571701930689,sex_chol_sum
28,0.35902085256520067,sex_age_sum
29,0.3451454376886327,sex_restbp_sum
30,0.3421187968690687,sex_thalach_sum
31,0.29029807020304543,restecg_restbp_sum
32,0.2819291214681294,restecg_chol_sum
33,0.25172198552680414,restecg_age_sum
34,0.24700605907587356,restecg_oldpeak_sum
35,0.2194553324448949,sex_oldpeak_sum
36,0.1970336408393082,cp_oldpeak_avg
37,0.18301451202465369,sex_oldpeak_avg
38,0.11777361062492873,restecg_age_avg
39,0.08637328034180872,fbs_oldpeak_avg
40,0.0624664902055891,restecg_restbp_avg
41,0.05220119429402884,sex_restbp_avg
42,0.038262434008304654,fbs_chol_avg
43,0.029648472355423373,fbs_oldpeak_sum
44,0.02961710322941886,cp_chol_avg
45,0.029278178831936976,cp_thalach_avg
46,0.024657518889664765,cp_age_avg
47,0.02449994508826354,sex_thalach_avg
48,0.017132004168482387,sex_age_avg
49,0.015451905343060181,fbs_age_sum
50,0.014003107597329608,fbs_chol_sum
51,0.01327539934021894,cp_restbp_avg
52,0.013271016021822199,fbs_restbp_avg
53,0.008582155986876857,fbs_thalach_sum
54,0.0032795851909418194,fbs_age_avg
55,0.0029082274787106933,restecg_chol_avg
56,0.0015531663858307464,fbs_restbp_sum
57,0.0005084041309367155,fbs_thalach_avg
58,0.0002942671868761897,sex_chol_avg
59,nan,restecg_thalach_avg
60,0.22819758899360648,cp_oldpeak_max
61,nan,restecg_thalach_max
62,0.255560485016048,restecg_oldpeak_max
63,0.2118780551256394,thal_oldpeak_max
64,0.21097824706731494,sex_oldpeak_max
65,0.16429345030216222,ca_oldpeak_max
66,0.14996441078619527,fbs_oldpeak_max
67,0.1476400320122975,slope_oldpeak_avg
68,0.14000977857261615,ca_chol_max
69,0.13584714001854628,thal_chol_max
70,0.12935753242086498,thal_oldpeak_avg
71,0.12746327430106566,fbs_chol_max
72,0.1022856045544953,restecg_age_max
73,0.09468975090513118,slope_chol_max
74,0.08059572761478767,restecg_restbp_max
75,0.07911684265024307,sex_age_max
76,0.07575032358761102,thal_restbp_max
77,0.0745338085153331,ca_oldpeak_avg
78,0.06742656949093496,ca_restbp_max
79,0.06696434094315497,cp_chol_max
80,0.06467938839828324,ca_age_max
81,0.0608129515123353,slope_restbp_max
82,0.05330622274636571,restecg_oldpeak_avg
83,0.048173667467138324,exang_age_max
84,0.048097425612934556,ca_thalach_max
85,0.04807591141480221,ca_chol_avg
86,0.0451840769223977,ca_thalach_avg
87,0.04421909448611599,thal_age_max
88,0.04249685428970408,thal_age_avg
89,0.040639108057748584,thal_thalach_max
90,0.03982557994001216,slope_age_max
91,0.03836165474059909,cp_age_max
92,0.03794848557351773,exang_oldpeak_max
93,0.03570776438871728,sex_chol_max
94,0.03313753196826783,ca_restbp_avg
95,0.030868529268339547,exang_oldpeak_avg
96,0.03050135929979078,fbs_restbp_max
97,0.029753868765554737,exang_chol_max
98,0.028272430944934555,thal_chol_avg
99,0.02802739030264916,slope_thalach_max
100,0.027252148863619634,slope_thalach_avg
101,0.025956863857303676,fbs_thalach_max
102,0.024011298604955742,thal_restbp_avg
103,0.023868557450487334,slope_oldpeak_max
104,0.022446767037652093,cp_restbp_max
105,0.021282786078636293,cp_thalach_max
106,0.019838135357708384,fbs_age_max
107,0.01767461163837676,sex_thalach_max
108,0.01569138681917465,ca_age_avg
109,0.013097297846909552,slope_chol_avg
110,0.012190735568141497,restecg_chol_max
111,0.012119396128995624,slope_restbp_avg
112,0.010601852200911137,thal_thalach_avg
113,0.009172531801700357,exang_restbp_avg
114,0.007956547151713848,exang_thalach_avg
115,0.00741999157687125,slope_age_avg
116,0.005332746217287823,exang_age_avg
117,0.004681535596572026,exang_chol_avg
118,0.003303928516898149,exang_thalach_max
119,0.0016398580268704417,sex_restbp_max
120,0.0016398580268704417,exang_restbp_max
