k,measurement,mean,lb,ub
0,Cumulative_distance,1.0,1.0,1.0
5,Cumulative_distance,0.9566739015147618,0.9493861460896171,0.9639616569399065
10,Cumulative_distance,0.957726422871277,0.9488643069303543,0.9665885388121996
15,Cumulative_distance,0.9428333022685336,0.9317831005069311,0.953883504030136
20,Cumulative_distance,0.9239932884101171,0.9089567750293734,0.9390298017908607
25,Cumulative_distance,0.9137358439022656,0.8989878492264516,0.9284838385780796
30,Cumulative_distance,0.88274840790049,0.8620453107469703,0.9034515050540097
