k,measurement,mean,lb,ub
0,RBO,1,1,1
5,RBO,0.893702,0.877243867,0.913925598
10,RBO,0.829302,0.809302,0.849302
15,RBO,0.760588415,0.747002089,0.774174741
20,RBO,0.728579069,0.712460885,0.744697254
25,RBO,0.678916264,0.660832278,0.69700025
30,RBO,0.627015014,0.608284891,0.64766818
