percentage,measurement,mean,lb,ub
0,dist,1.0,1.0,1.0
5,dist,0.9566274912137951,0.9490812317610148,0.9641737506665754
10,dist,0.940270861395926,0.9306919611983594,0.9498497615934925
15,dist,0.9237006334039687,0.9118649822436802,0.9355362845642572
20,dist,0.8945655779173696,0.8790774432078234,0.9100537126269157
25,dist,0.8798184152434461,0.8617380302927244,0.8978988001941677
30,dist,0.8759403999766071,0.8552483804103808,0.8966324195428335
