percentage,measurement,mean,lb,ub
0,dist,1.0,1.0,1.0
5,dist,0.973818562644302,0.9611268396571857,0.9865102856314183
10,dist,0.947855496500441,0.931393581655251,0.964317411345631
15,dist,0.9113099073736735,0.890018548931187,0.9326012658161599
20,dist,0.8689593373138886,0.8429395711317077,0.8949791034960696
25,dist,0.8535697158135254,0.8271607660522471,0.8799786655748036
30,dist,0.8176779111172183,0.7878997856829532,0.8474560365514835
