percentage,measurement,mean,lb,ub
0,dist,1.0,1.0,1.0
5,dist,0.994789739104252,0.9937315218257157,0.9958479563827882
10,dist,0.9909724419730841,0.9894613269445145,0.9924835570016537
15,dist,0.9875804008278201,0.9856394560217162,0.9895213456339239
20,dist,0.9858582910356267,0.9836678135330303,0.9880487685382231
25,dist,0.9820130727639345,0.9792939741168085,0.9847321714110604
30,dist,0.9785066953293149,0.9753242211113204,0.9816891695473093
