k,measurement,mean,lb,ub
1,RBO,0.60501653,0.58369543,0.62834653
2,RBO,0.64501653,0.61468323,0.66834653
3,RBO,0.67701653,0.64668323,0.70034653
4,RBO,0.700034369,0.669701069,0.723364369
5,RBO,0.723034369,0.692701069,0.746364369
6,RBO,0.740034369,0.709701069,0.763364369
7,RBO,0.7376563,0.707323,0.7609863
8,RBO,0.72701653,0.69668323,0.75034653
9,RBO,0.6982333,0.6679,0.7215633
10,RBO,0.6661656,0.6358323,0.6894956
11,RBO,0.64701653,0.61668323,0.67034653
12,RBO,0.6282333,0.5979,0.6515633
