k,measurement,mean,lb,ub
1,RBO,0.48889,0.46889,0.50889
2,RBO,0.52889,0.50889,0.54889
3,RBO,0.55889,0.53889,0.57889
4,RBO,0.570189141,0.550189141,0.590189141
5,RBO,0.57880414,0.55880414,0.59880414
6,RBO,0.581881414,0.561881414,0.601881414
7,RBO,0.5791011,0.5591011,0.5991011
8,RBO,0.5591011,0.5391011,0.5791011
9,RBO,0.5391011,0.5191011,0.5591011
10,RBO,0.5291011,0.5091011,0.5491011
11,RBO,0.5191011,0.4991011,0.5391011
12,RBO,0.5191011,0.4991011,0.5391011
