k,measurement,mean,lb,ub
1,RBO,0.67111,0.66889,0.68443
2,RBO,0.68111,0.67889,0.69443
3,RBO,0.69111,0.68889,0.70443
4,RBO,0.70822069,0.70600069,0.72154069
5,RBO,0.721211,0.718991,0.734531
6,RBO,0.730922069,0.728702069,0.744242069
7,RBO,0.721,0.71878,0.73432
8,RBO,0.691,0.68878,0.70432
9,RBO,0.681,0.67878,0.69432
10,RBO,0.671,0.66878,0.68432
11,RBO,0.671,0.66878,0.68432
12,RBO,0.661,0.65878,0.67432
