k,measurement,mean,lb,ub
1,RBO,0.44667,0.42337,0.46667
2,RBO,0.46667,0.44337,0.48667
3,RBO,0.47667,0.45337,0.49667
4,RBO,0.49667,0.47337,0.51667
5,RBO,0.49667,0.47337,0.51667
6,RBO,0.49667,0.47337,0.51667
7,RBO,0.5,0.4767,0.52
8,RBO,0.49,0.4667,0.51
9,RBO,0.47,0.4467,0.49
10,RBO,0.47,0.4467,0.49
11,RBO,0.45,0.4267,0.47
12,RBO,0.45,0.4267,0.47
